"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Egypt, Arab Rep.","EGY","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","4720929494.22417","5160433379.98384","6040936062.71778","6517812727.99515","7311610562.50647","7546311617.16161","7742144981.19036","7701782379.4553","7317590207.15304","8311706139.33693","8836412513.00773","9524462131.15871","9828543984.95708","10041143586.1194","10815521526.7627","12612386214.3259","14247515717.6519","16010798964.2136","18139834863.2812","19903118109.8429","22717518779.9019","26104075479.7824","26705864037.3293","29456801566.1008","32991459427.1285","36807148315.6245","37867941492.1471","38833738264.4067","41016682683.6427","43533899550.58","45885433558.3249","48318355621.4741","49045034868.0429","50137219395.3652","52870486966.3535","55520690142.2434","58247222753.4026","60927733216.7446","65031722916.741","69378285754.9649","74514040911.6128","74730395826.2254","76116594653.3922","78154630346.4639","80593090043.7212","90351837020.7673","96338071979.8748","103073726115.977","108651646977.23","113453035616.184","113933624608.026","115165969315.16","116226370866.703","118671460462.509","120647654986.523","121480452884.425","124059967636.148","132026998195.304","139631403125.221","140399705600.204","138868516369.619","",
"Euro area","EMU","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2186157291192.88","2183141663545.66","2096944976100.65","2155384079013.22","2187253077090.62","2183362875248.6","2227727641583.28","2277743471704.51","2330848227494.6","2437917561454.44","2471652958194.36","2474800394341.36","2488944225413.41","2551174212418.67","2583944238443.4","2677424868285.17","2761466820023.4","2707629630000.83","2407509560861.44","2532667579409.59","2571571779768.39","2515395594441.66","2479935065378.51","2519890282520.48","2595461354575.26","2660710215526.4","2741487408505.59","2792949439051.9","2808210324203.17","2628947597353.66","2808138083032.88","",
"Eritrea","ERI","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220223885121.484","223865306428.516","233033211443.75","243939723158.594","257099655554.297","270450424167.187","283098871120.312","287462585319.141","294004273322.266","297060981335.937","304650049507.812","312644089884.765","316666074113.281","313427405985.547","283092214042.969","274567826504.297","261407894108.594","244260372383.984","230202844059.766","231707343539.453","240111903685.937","249803498785.547","258438837613.281","259923365860.937","265783812949.219","230868551794.141","240164050791.797","",
"Estonia","EST","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2205400962.95312","2248788464.54102","2552059389.52578","2722911060.52734","2558796351.79766","3072209018.2668","3344794145.23555","3588667297.6207","3908122687.14101","4056934994.0832","4556356703.00156","4984516617.98086","5346477446.34101","5191391953.51523","3964907556.8832","4399938685.19414","5070637008.55117","5209388252.60117","5305427688.41367","5449069665.28554","5462487004.67187","5799731214.36757","6166792473.48593","6466313244.90039","6274825743.64609","6243508632.79531","6688778346.06093","",
"Ethiopia","ETH","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","1143948516.24456","1245973642.23348","1341383220.67235","1403960592.00366","1518257515.66053","1584961459.84749","1680953378.9575","1611855668.92308","1587977591.17194","1510659632.56643","1232225665.15974","987479253.115746","1253089532.89911","1343430367.72842","1452601436.35218","1515667464.88109","1571415426.37105","1653229450.77562","1743888315.47148","1837163812.5957","1931119690.22087","2091902291.10618","2227365184.28242","2486746436.78267","2721275692.1916","2997868178.73502","3283362811.87112","3615978224.68874","3965762940.75718","4394745697.50947","5054435012.14654","6047016108.02188","7504511220.26778","8783455075.6332","10526636527.399","13047139672.3474","15731215615.9411","17735364546.9452","19962166706.1109","21885544404.5436","23474012674.0737","",
"European Union","EUU","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2468196364007.65","2461760074245.72","2363797891718.64","2437710048009.86","2487756248872.36","2491158546236.23","2542404684414.42","2599218795853.1","2661391392678.75","2781759003056.26","2820503547287.66","2830996953742.68","2854923038803.6","2939166429320.6","2986395606860.92","3110868010087.12","3216630991770.61","3173899453957.95","2838798846749.3","2987624851075.03","3048734519230.37","2980274546514.78","2933386895938.14","2991479760884.89","3090235328585.3","3164988527747.85","3265922770900.9","3333484117157.78","3358938295231.95","3155182177401.15","3358051763601.62","",
"Fragile and conflict affected situations","FCS","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","25619126406.5355","24807394571.1125","24986303524.7258","25441451231.2566","26789278614.6847","28687565300","28967162548.4375","29529685583.9844","30559313546.4844","30780106611.7187","31794201393.75","32426623741.4062","33741396516.7968","35623130379.2968","38370284296.4843","38173900514.8437","34199625340.625","33214377893.75","32818281791.7968","34225144137.1093","34546902875.3906","36678277138.2812","40144395408.5937","43403034768.3593","45735230864.4531","50125573372.6562","50671453714.8437","52097177779.2968","53828017888.6718","56490848826.1718","58617785037.5","63711558718.3593","69012811309.7656","67258671429.6875","55210470950.3906","59701779131.6406","59766130879.2968","55184952153.9062","54896478802.3437","54361693589.0625","54660152556.6406","56772665100.3906","60289820963.6719","58865206412.1094","59280164233.2031","58610018447.2656","60234345319.1406","",
"Fiji","FJI","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","165140770.493482","185944412.262579","210403340.272208","231017868.446449","208162584.400985","228329005.07723","228329005.07723","245582563.228155","268886009.364512","257458340.047746","245134401.137263","252752829.149198","280985894.525997","280761786.184102","325576139.279039","330057596.42376","350896232.939895","330281650.172758","306081934.442684","312579984.523837","291069077.570086","324679815.092425","275832221.541386","257906502.138638","331890480.568355","342012862.099456","336583341.739793","370826295.574716","391368726.14329","406775609.433384","413770598.984803","444412546.434822","457897016.078807","463419856.618655","500788972.120399","473533184.706179","507961575.713628","519437722.14642","523812928.726617","576316180.343866","538086375.590581","541655461.670527","513751754.843866","586118514.839967","592231373.966772","630923950.705554","569155842.646945","556403946.416295","581011990.410624","664591900.317476","710401830.312095","761848853.645576","793914191.71","837468663.145634","829960363.637843","742356903.654439","680480391.509273","",
"France","FRA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","120380280213.105","129935394797.746","138563451226.671","148752497984.111","163298662997.194","174061203875.545","184304053797.784","193362296445.081","199663911932.228","213864926013.904","233376851995.26","251362064828.394","257485538590.092","273542545613.302","289077083016.317","282588254426.328","291300513563.743","300597870995.491","304315313906.762","307328608900.05","309156558015.664","305664228612.823","305449179495.824","305710004895.665","302596647372.823","304508028529.274","308727992018.967","312386283469.5","328856052587.794","341866125296.386","355665123802.934","358197991947.991","363048965375.43","348030560054.979","350723404425.683","361430041831.333","360242293858.251","363840451929.138","378286468425.419","392671480574.435","413426532425.318","423449615581.747","425361097703.87","430258321176.155","440344132862.881","446126534595.41","454684802219.71","466705785238.287","452954450296.007","425967396570.517","427963114020.809","433852295273.932","429618117814.597","432478403213.677","430623886811.897","431241032276.562","430989904019.385","436895732403.919","444960193564.04","453562048402.248","400886942000.918","428869367478.41","",
"Faroe Islands","FRO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424322596.947041","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33497352.3273465","30356627.2112078","25296540.5909357","29209221.2972785","29425432.5581608","31352932.9477284","32305359.4758212","28359415.4985734","27065509.6468286","26008516.1341356","25377575.5806935","20082345.94429","18534011.4565806","20456380.8096788","27716443.5492721","32716019.3256639","36618968.7559441","36146559.5361768","28898174.3278587","20626943.5392128","19347900","20585364.4505816","21172956.592472","19616837.0839125","19121603.598471","17218696.797498","15784660.5704514","",
"Gabon","GAB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","5355596458.58233","5003625082.56364","5247658569.94174","5084343851.45673","5770453387.24068","5777962117.35712","5879329863.53341","4831863065.19099","4809336882.93351","5960987225.47319","6943691307.43141","6382226568.58458","6449054200.22937","6853586635.42957","7473994847.52563","7865387017.83411","8146025528.45378","8443558664.97747","8557128095.71451","7400784801.4278","6707166542.84858","6763481963.0424","6722718434.93697","6948214458.02589","7045420387.08492","7197553136.13553","6175204245.4389","6367533345.05319","5570728932.0599","5370137688.3691","6079998660.03872","6582647685.90853","6574338309.4684","6733211633.29818","6774277743.22735","6930303014.63926","6917916379.48959","6460941017.6505","6406424453.14975","6845697786.08787","6684724850.02565","6898382828.58627","",
"United Kingdom","GBR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462815075118.313","440550903308.906","436490542210.18","441030854679.913","457249862131.208","464347622561.216","469529383201.496","476683196268.304","495090317526.966","519950244795.221","527467664376.26","537410553311.38","542062017721.417","550226021861.7","547372482940.235","542552301453.151","556654557594.419","547742689454.22","531472637421.494","484664355970.955","495472341401.622","480345730159.629","478550186476.525","492379890127.947","504120962746.073","528093174769.623","527982682829.295","534097600934.809","543681856272.179","555040616265.66","537605713165.22","586642819116.055","",
"Georgia","GEO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480202918.11148","1653643078.4055","1805556401.51584","2043479332.46609","2339277300.0962","2229431957.78429","2144957164.02311","2066968743.36163","2263552211.31038","2516585673.08167","2608818176.64965","2790947625.88349","2864054994.93236","3055438541.51416","3188947536.15454","3171998612.79462","3257798637.36316","3035058419.19328","3107820531.92802","",
"Ghana","GHA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6672762428.55266","7078768314.06097","8145543134.82219","8511019667.76747","9102313963.2696","12892496596.174","14316288534.6504","15030037323.1706","15200019488.2514","15375017606.2026","16039631556.3182","18544127055.098","20491815621.8241","21796286076.4636","21252219909.0958","21082262183.5693","",
"Gibraltar","GIB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","1030490614.27218","1063809017.51763","1096406112.22233","1130464770.31062","1170424686.94175","1159570621.53771","1172459053.03032","1255341772.12402","1279269884.13017","1365784194.1917","1474607431.70421","1523428548.74684","1597148054.95263","1696774917.61292","1771538577.65404","1862776309.62699","1957346040.94015","1958995067.65418","2017645411.81316","2093473100.74132","2114398576.7773","2152667228.148","2309903282.56388","2209298705.49969","2236863020.43567","2252874170.73554","2342372704.09226","2237663078.96205","2386736446.85268","2315042114.47421","2752948618.58625","3378056528.59072","3762736785.69701","3799665648.2807","3995825414.7934","4151662605.98676","",
"Gambia, The","GMB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145919683.224601","143261837.952114","148899387.316158","152755245.865775","151199888.327391","150091413.62052","154442827.924541","161367202.808274","169700644.462459","175859317.511538","192694508.583051","236267104.56357","281677668.304731","271684418.406537","277194316.424605","318139743.269189","344293853.233266","380113696.094017","",
"Guinea-Bissau","GNB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80560897.9804341","82678353.2394405","96134166.1178159","102632929.102121","88241447.1163091","94424077.0008228","98353462.9123256","92883723.7763351","97634207.0678335","102208589.370857","109148665.675677","108153589.005863","113542703.592914","118878775.713556","122188625.617414","128449758.352211","133068696.327018","148911420.193752","149720750.845169","155945705.435329","154861524.211385","","",
"Equatorial Guinea","GNQ","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7365771570.79501","8339422805.09916","9845983596.12277","9922362336.02125","8509485343.19712","9064278033.79302","9771664821.79779","8870251869.69037","8880595321.83453","7792706064.51124","6932883864.66311","6475567718.22263","5716769971.38709","5218849436.25047","4995170599.97334","4672527439.30264","",
"Greece","GRC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34300963810.0031","33886946855.8406","34561244439.0148","36283815348.816","39782009636.7965","41185617780.8008","44029319290.7047","46250277843.4101","50130900144.0441","51053763009.618","49443830957.9859","53779156050.4816","52739008796.2656","46072358575.2953","45858899390.268","39379884441.7957","34704674498.9246","32670569012.1293","30548816445.0262","28596987996.148","28372790945.3652","28991562955.9281","28357720431.7719","29406025934.2726","29834353385.6984","30581402838.6238","33845147067.1992","",
"Grenada","GRD","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","31702519.6230051","34777385.6585366","39503888.580548","37417271.5688046","39611221.3092442","45037312.2673893","43004733.5115929","40711411.0665462","46370801.5669979","52096173.992171","60565376.2565492","65548272.7804878","66453194.0198735","66796110.3137609","71539638.0608251","71858493.1044866","71052410.1174345","74919265.4019874","78908495.2725083","83118498.8858778","90001127.1303824","105032358.928034","113556168.8648","127247047.034026","115804682.685938","118606538.512496","134929764.408311","134057794.399277","211561729.117736","166377989.641674","163320214.272809","156150607.407407","125994921.168323","124578599.939777","117229268.172237","107041073.050286","118627062.932852","116657717.554953","122874074.074074","132900162.601626","152906931.647094","168309328.515507","167346678.711232","142544823.848238","164399698.885878","",
"Greenland","GRL","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227760580.303091","270693986.861403","291737667.836341","256445521.312961","286392814.595738","346139679.086802","331206320.283911","341896026.765117","352250001.258848","380075468.380783","371937325.004387","402072628.20015","426017033.546872","469313030.651658","412601183.327368","473422390.178353","513925097.147346","","","",
"Guatemala","GTM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","1672937091.85869","1855773002.81314","1828912174.51431","1928185620.89572","2131194506.47661","2255284727.77799","2483682997.76853","2695617352.85998","2886704592.7054","3076450674.95496","3171502696.02606","3355584055.61497","3624203162.67851","3997679891.11918","4099913304.58771","4184433578.44857","5186302460.17558","5795081956.06716","6159614057.8083","6605432156.49816","7063531519.71369","7171369003.28058","6697884793.44201","6039864603.59786","5596955534.75995","5458411722.8987","5597092304.018","5850138403.57568","6161728567.86226","6400400827.86793","6390827991.45134","6548610552.65172","7169523440.63741","7329277838.38536","7508955597.30458","7912505251.56677","8188665346.2133","8722901969.3955","9270078248.45603","9656937373.34458","9411416509.28647","9691895679.01697","10251811564.5082","10312931378.2652","10347971495.5245","10625877422.6121","11315829405.4967","11926043617.9102","12039661618.5144","11697130184.1122","11729832689.5107","12226628776.4151","12401784326.1036","12817894478.4741","13739651744.5598","14139590975.597","14386181169.1709","14646970972.1743","15024634589.6508","15661263344.3257","15451759886.5753","16763035403.4404","",
"Guam","GUM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","472520496.903013","503123436.465733","572207839.165054","467651188.704034","558972806.740139","611438525.88042","647832488.858903","693967180.322998","741608532.938806","805536845.51166","849244686.095316","841012730.849072","785643990.195931","723616487.900643","789557906.245369","901326934.16048","926607276.435619","908482753.137997","850177079.362835","818473948.605539","872765731.622531","720960821.627727","607337450.597617","420511469.773497","441637933.2306","454466847.712986","500117272.02124","572010001.880954","545522453.136065","466400875.96331","484842747.310345","531839774.095388","516372397.99125","626428727.417991","687703332.630546","692462524.891194","770394304.158773","859629166.016734","859034266.355637","812037239.753435","825125019.041595","845946487.067477","812632138.500327","791810670.474445","781697386.749155","776343294.82741","770394304.158773","846732036.853472","842636398.75879","856756293.931191","884086450.368804","965244993.193659","1009126829.92239","1082615193.36904","1021601156.21746","1057922518.15981","1279032122.9767","1244822574.42692","1281998717.98055","1400685373.25779","3679194893.10121","4912589905.88003","",
"High income","HIC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8500195950277.94","8649662495048.45","8924766633275.44","9323953885141.06","9220451113831.1","9253425741071.52","9471936279103.3","9851717796755.66","10057283561611.7","10445475167071.1","10703032581316.3","10548231485388.8","9617503106894.4","10132892543047.6","10276644661107.7","10334214288887.8","10455150756082.5","10712210382931.3","10993776013421.5","11151054700967.5","11464315232969.9","11756662844891.6","11854193768497.5","11377446230470.2","11943171709004.4","",
"Hong Kong SAR, China","HKG","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19716372160.458","18972185317.4004","18364845958.9905","17502965180.5802","17176958785.4189","16935287394.3684","16573835076.7502","16544868437.2846","16782944956.2437","15994198200.4076","17217321855.8266","18743702017.3045","19560853223.054","19853958355.373","21322363599.5488","21836347686.9888","22496699347.2484","22350859983.878","22894573282.6364","21429714290.8721","18918165817.7508","19312397468.6713","",
"Honduras","HND","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","624977560.453156","609374790.107236","692733788.01743","704702759.247948","721588619.645822","743174882.808868","756426774.864384","896212910.069258","955846446.882676","961831169.415671","1002441814.0025","1032365460.51287","1109311952.71231","1261067532.98317","1325189611.69634","1331601824.08037","1395723902.79354","1579540522.42098","1682917267.70175","1788859325.40343","1724543406.91606","1635299373.67195","1655504499.39315","1753281290.8729","1936514352.66983","2024802514.00404","2223978580.32375","2385137476.21197","2365964861.67826","2441748395.10758","2547228098.03129","2461400346.79543","2679709673.01801","2939069690.3185","2968937999.6147","3222984369.51175","3214354674.80477","3323976127.90687","3416399147.14406","3526193166.61271","3535263900.60891","3551735324.19484","3636642128.24125","3794959585.21485","3927825308.20907","4227740599.03683","4495446359.49621","4778484082.04687","4962016355.26332","4580274190.96378","4716445480.47217","4912624648.09946","5007933268.95836","5103535216.53865","5164592301.77638","5381304339.90121","5581150091.54592","5832395710.21633","6069651900.63567","6181127336.56214","5295021156.62365","6356739788.30096","",
"Heavily indebted poor countries (HIPC)","HPC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","68839115176.2293","70821165823.2364","69781530034.9115","69285645761.9132","65273514269.9459","61939528328.4778","57649075019.5171","55816300026.0579","54400375927.1445","55544765632.3639","58239691646.1595","59855636737.9538","62403289630.2587","65160884939.7568","70498439859.3537","72810689114.2701","77847552179.8501","80493463754.8539","86194565319.0066","92354599774.0898","99874903854.8604","105984221878.561","110826684217.986","114635654347.686","121355689859.98","130740069270.696","135037669521.884","144626821815.278","153366599299.699","161171380446.547","168511070864.936","182123535776.053","193990062926.377","203934107615.22","205962129289.917","216654204066.168","",
"Croatia","HRV","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7846457976.66772","8239596260.07052","9098297772.35368","9268411598.78537","9419658179.78813","9847190647.45682","9988114602.04283","10297617761.2438","11084628475.4778","11636609707.0482","12239387025.0886","12844859239.1334","13398380930.7335","13660703229.8269","12148580688.0577","11101030721.445","10881893782.7989","10076349108.1102","9956510462.44774","10098319482.441","10347891985.699","10941661153.4542","11184149889.2364","11387631037.8503","11949043429.59","11477317150.5323","12522655487.3875","",
"Haiti","HTI","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3868003876.56767","3801729789.54967","3660829335.07828","3622056657.49495","3264529679.09125","2627690759.08563","1826574207.29396","2233120548.63143","2228386574.64486","2313332992.34744","2408899320.81182","2464486818.42647","2529929334.35821","2509920286.93452","2570647550.21999","2632843125.57209","2629710066.7751","2712316235.99246","2874218105.85961","2896702291.65619","3001643190.74324","3241677382.63623","2847641209.31958","3173117579.16391","3251968401.76644","3423198137.84125","3652890318.22409","3852696170.07606","3895060103.27797","4037013179.83579","3966386664.96318","3698401570.46083","3443115163.78381","3357609199.26248","",
"Hungary","HUN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18454411856.8373","18833093177.4856","20958026724.4234","22686629733.3823","23823464867.1386","24956458700.6524","25916651302.659","27795448077.1124","29072717997.3687","30550820259.0103","31935610786.4284","33343653173.1897","34536761744.5159","32729567808.9732","28584475490.6787","29798104409.6194","29786011294.7831","29123034376.5942","28771614473.7902","30664376683.7013","33024989931.3542","32875322420.413","34328665658.3104","35796411087.1453","37411751228.3748","34466913087.4496","36756181253.524","",
"IBRD only","IBD","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","559197360103.444","565504608518.728","596267754672.643","632654696807.13","684940064680.549","734776937538.068","791377625819.798","823642729481.686","888414040900.782","985333722307.157","1074415717735.29","1159008222998.41","1255495388331.93","1369267261352.48","1434984553264.52","1466697367869.04","1590279962704.01","1643128925403.13","1684157801460.56","1754290323005.41","1798243256414.18","1815069595175.84","1861121146415.62","1863273919088.43","1950038324415.93","2039163125043.26","2144561450356.45","2259847782824.78","2352166167750.5","2438056156751.49","2539062216461.74","2562555885963.78","2552261690760.77","2635622416667.59","2728006241188.91","2847761852778.33","3032339450008.91","3230422705087.63","3307488274103.18","3412308662467.23","3642537377401.94","3760836509665.96","3947640311412.78","4237037393638.18","4605362739798.89","4947617898048.15","5392693419099.43","5884137711406.37","6218310758652.09","6387277757698.5","6962656944510.64","7440325890503.29","7842982283194.23","8225590974747.92","8623368959732.94","8984444713786.7","9400087787086.27","9826194468264.95","10243694069414.1","10530205799873.9","10463407037565.3","11236041165952.1","",
"IDA & IBRD total","IBT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","620832965318.521","629020451301.105","665138686931.229","704814108057.157","765982828799.72","822012671918.528","884300521156.127","919451016901.294","991885554810.453","1098791429484.2","1198537143375.22","1289344849102.55","1389859979771.9","1516509377649.77","1591816505852.78","1623967960829.19","1753600451526.35","1811390160267.5","1854801394973.14","1931215173223.02","1982216360959.19","2004526864662.2","2039299751081.17","2027523117571.22","2122017259212.56","2218424102014.28","2324022826678.52","2448108923838.67","2549078915789.45","2635528592119.1","2749487310283.48","2770586153010.06","2760255759012.54","2838319694039.23","2927896449520.77","3049272867153.2","3244112862096.23","3448131436206.3","3531526079455.56","3640438506139.41","3884633804997.66","4012808261204.84","4207525764732.71","4514470915810.86","4901133131721.97","5258693751638.34","5717664862514.58","6223999868197.64","6569951847986.38","6750079213132.58","7352303560223.78","7856103679089.14","8264883963409.35","8666054686843.37","9095807055917.22","9471604158255.15","9898375777851.72","10357788101368.7","10807533247435.2","11121268008234.9","11050487440574.1","11848045062612","",
"IDA total","IDA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","187816245433.194","178010779600.208","165474431155.283","173253636284.172","180647891431.28","181828788964.903","190863936897.617","199447135216.581","201423879090.416","213587086054.249","211118408645.312","211089791543.741","205553912176.029","202271532483.845","203605498108.148","213746065437.032","219080897639.654","225547445486.138","229409825050.369","243309333362.291","253348360931.437","261083524626.334","278642685653.815","296790982987.234","311836724901.302","325092546973.694","339596555115.509","351174164217.06","362275932387.026","389249710256.316","415370751610.423","421939075080.743","440560460768.901","472230206825.12","487089492925.771","498459046024.178","531542981269.062","563579589915.621","590659691785.939","586682494291.552","611290015700.736","",
"IDA blend","IDB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","106449961890.279","98280011214.3767","86845277959.7472","89419238293.0689","93984636821.0909","92724150403.7958","97597001374.0091","103424703896.543","104992547083.264","116808387742.434","116310751011.086","119264762601.712","114142832303.939","110748672111.492","109191958645.269","114723999888.625","116585283017.614","119003806819.285","118154297935.032","122967714309.716","128357631435.184","130419189237.606","141219938344.014","149188270604.518","153945128732.505","155338462351.329","157135747322.933","159473693967.142","161798727208.009","173228643293.371","183722536360.604","189696346901.565","194577277368.998","207242059074.618","211296745299.451","207131446991.361","213914844134.378","223436911308.699","229254072540.007","220778562959.035","228960098354.918","",
"Indonesia","IDN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","13113859216.2623","14659421195.2582","14612585983.9153","13886640206.2283","13980310628.9141","14214486686.5646","14472080349.8866","14917014858.5802","17586621913.55","20841669111.2421","23768869829.5339","26461894490.1751","29974535351.1892","33721352270.7898","37478733126.0066","39589407593.7103","43983793806.921","50209332734.1917","53223223753.7021","58444766177.2292","65723740830.0718","71439675470.9472","70428072933.1482","72567270029.7298","79613465591.0128","79292117009.6783","84563501302.9955","88959568679.2262","93599444355.1745","101087399903.588","111383338782.658","122345080783.922","129401135104.274","138725642816.235","154218547777.779","170288377687.149","188491409323.863","198238917823.15","170581950007.163","173939161301.331","184184222512.427","189219716832.897","197285609357.779","204693842592.116","212760975983.59","222769171003.82","232768275954.873","243754937564.167","252866880620.995","261940472243.122","274825977159.886","292276751164.909","307782865674.232","321147265777.652","334738897252.134","344753719560.026","357938764408.173","372582509796.874","388764749252.44","403576524363.647","392275832889.202","405680508833.529","",
"IDA only","IDX","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92364392850.9494","90138659575.6855","86091619876.9337","86543199989.8712","87296287119.6816","90950820662.6868","95357182530.8564","99056799125.5833","103327089774.874","108898001383.844","118583752975.893","123099903275.041","129030856393.686","135369393194.096","145601602594.251","156209720926.622","168772860372.958","182076824809.915","191664938884.261","200458800245.961","216003539135.072","231633629984.532","232216735500.172","245968758659.767","264976221204.559","275787039055.125","291479684321.649","317911216825.274","340501335589.285","361953638899.728","366763236521.584","383252581335.793","",
"Isle of Man","IMN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","599802902.979374","609564553.093965","587359816.653934","616899923.605806","599185637.89152","589596638.655462","650455309.396486","617292589.763178","","","",
